date,new_cases,total_vaccinations,stringency_index,stay_home_requirements,close_public_transport,cancel_public_events,facial_coverings,school_closures,TEMP,HUMIDITY,WIND
2021-02-28,17440,4154993,82.41,2,1,2,4,3,10,51.1,15
2021-03-01,,4231540,62.96,2,0,2,4,3,13,78.6,24
2021-03-02,,4308086,62.96,2,0,2,4,3,10,82.6,17
2021-03-03,,4384633,62.96,2,0,2,4,3,91,70.3,10
2021-03-04,,4461179,62.96,2,0,2,4,3,10,71,14
2021-03-05,,4537726,62.96,2,0,2,4,3,12,67.1,18
2021-03-06,,4614272,62.96,2,0,2,4,3,10,77.4,93
2021-03-07,,4690819,62.96,2,0,2,4,3,10,72.3,11
2021-03-08,,4767365,62.96,2,0,2,4,3,91,57.5,83
2021-03-09,,4843912,62.96,2,0,2,4,3,10,64.5,86
2021-03-10,,4920459,62.96,2,0,2,4,3,13,62.9,78
2021-03-11,,4997005,62.96,2,0,2,4,3,14,62.3,10
2021-03-12,,5073552,62.96,2,0,2,4,3,13,69.9,61
2021-03-13,,5150098,62.96,2,0,2,4,3,13,84.2,61
2021-03-14,,5226645,62.96,2,0,2,4,3,13,83.7,11
2021-03-15,,5303191,62.96,2,0,2,4,3,13,66.9,93
2021-03-16,,5379738,62.96,2,0,2,4,3,13,55.2,67
2021-03-17,,5456284,62.96,2,0,2,4,3,14,68.8,75
2021-03-18,,5532831,62.96,2,0,2,3,2,15,64.1,86
2021-03-19,,5609377,62.96,2,0,2,3,2,14,56.8,75
2021-03-20,,5685924,62.96,2,0,2,3,2,14,56.8,64
2021-03-21,,5762470,62.96,2,0,2,3,2,14,55.8,98
2021-03-22,,5839017,62.96,2,0,2,3,2,92,58.5,26
2021-03-23,,5915563,62.96,2,0,2,3,2,63,36,23
2021-03-24,,5992110,62.96,2,0,2,3,2,82,47.7,10
2021-03-25,,6068656,62.96,2,0,2,3,2,91,46.6,74
2021-03-26,,6145203,62.96,2,0,2,3,2,11,82.3,98
2021-03-27,,6221749,62.96,2,0,2,3,2,12,79.5,78
2021-03-28,,6298296,62.96,2,0,2,3,2,13,77.8,80
2021-03-29,,6374843,62.96,2,0,2,3,2,13,72.6,75
2021-03-30,,6451389,62.96,2,0,2,3,2,11,71.6,15
2021-03-31,,6527936,62.96,2,0,2,3,2,81,68.3,17
2021-04-01,,6604482,50,2,0,2,3,2,10,41.9,99
2021-04-02,,6681029,50,2,0,2,3,2,12,53.1,96
2021-04-03,,6757575,50,2,0,2,3,2,12,56.2,11
2021-04-04,,6834122,50,2,0,2,3,2,14,48.6,10
2021-04-05,,6910668,50,2,0,2,3,2,14,39.1,98
2021-04-06,,6987215,50,2,0,2,3,2,16,45.5,91
2021-04-07,,7063761,50,2,0,2,3,2,16,50.8,10
2021-04-08,,7140308,50,1,0,2,3,2,15,53.2,98
2021-04-09,,7216854,50,1,0,2,3,2,16,61.7,80
2021-04-10,,7293401,50,1,0,2,3,2,15,54.4,67
2021-04-11,,7369947,50,1,0,2,3,2,17,56.3,93
2021-04-12,,7446494,50,1,0,2,3,2,16,65.7,12
2021-04-13,,7523040,50,1,0,2,3,2,13,62.9,91
2021-04-14,,7599587,50,1,0,2,3,2,12,79.9,11
2021-04-15,,7676134,50,1,0,2,3,2,15,57.5,91
2021-04-16,,7752680,50,1,0,2,3,2,16,60.5,96
2021-04-17,,7829227,50,1,0,2,3,2,15,67.3,67
2021-04-18,,7905773,50,1,0,2,3,2,16,85,72
2021-04-19,,7982320,50,1,0,2,3,2,17,80.5,11
2021-04-20,,8058866,50,1,0,2,3,2,16,85.9,98
2021-04-21,,8135413,50,1,0,2,3,2,14,81.9,59
2021-04-22,,8211959,50,1,0,2,3,2,15,95,91
2021-04-23,,8288506,50,1,0,2,3,2,17,80.3,94
2021-04-24,,8365052,50,1,0,2,3,2,16,71,91
2021-04-25,,8441599,50,1,0,2,3,2,17,68.3,90
2021-04-26,,8518145,50,1,0,2,3,2,15,58.3,77
2021-04-27,,8594692,50,1,0,2,3,2,16,72.9,16
2021-04-28,,8671238,50,1,0,2,3,2,16,76.7,13
2021-04-29,,8747785,50,1,0,2,3,2,17,77,11
2021-04-30,,8824331,50,1,0,2,3,2,18,61.3,15
2021-05-01,,8900878,50,1,0,2,3,2,19,62.5,12
2021-05-02,,8977424,50,1,0,2,3,2,20,66.4,11
2021-05-03,,9053971,50,1,0,2,3,2,19,59.6,10
2021-05-04,,9130518,50,1,0,2,3,2,20,46.8,11
2021-05-05,,9207064,50,1,0,2,3,2,20,46.6,10
2021-05-06,,9283611,50,1,0,2,3,2,18,61.2,12
2021-05-07,,9360157,50,1,0,2,3,2,19,49.4,96
2021-05-08,,9436704,50,1,0,2,3,2,19,48.8,85
2021-05-09,,9513250,50,1,0,2,3,2,20,47.8,11
2021-05-10,,9589797,50,1,0,2,3,2,18,44,11
2021-05-11,,9666343,50,1,0,2,3,2,20,63,15
2021-05-12,,9742890,50,1,0,2,3,2,23,62.6,22
2021-05-13,,9819436,50,1,0,2,3,2,24,50.4,17
2021-05-14,,9895983,50,1,0,2,3,2,20,47.4,10
2021-05-15,,9972529,50,1,0,2,3,2,24,56.1,17
2021-05-16,,10049076,50,1,0,2,3,2,24,43.2,14
2021-05-17,,10125622,50,1,0,2,3,2,25,53,11
2021-05-18,,10202169,50,1,0,2,3,2,21,50.4,16
2021-05-19,,10278715,50,1,0,2,3,2,19,64.6,10
2021-05-20,,10355262,50,1,0,2,3,2,23,72.1,14
2021-05-21,,10431808,50,1,0,2,3,2,22,41.9,13
2021-05-22,,10508355,50,1,0,2,3,2,23,40.9,11
2021-05-23,,10584902,50,1,0,2,3,2,21,44.5,13
2021-05-24,,10661448,50,1,0,2,3,2,21,53.3,10
2021-05-25,,10737995,50,1,0,2,3,2,20,59.7,10
2021-05-26,,10814541,50,1,0,2,3,2,19,45.3,13
2021-05-27,,10891088,50,1,0,2,3,2,19,39,10
2021-05-28,,10967634,50,1,0,2,3,2,16,48.6,10
2021-05-29,,11044181,50,1,0,2,3,2,15,74.8,64
2021-05-30,,11120727,50,1,0,2,3,2,17,73,10
2021-05-31,,11197274,50,1,0,2,3,2,19,61.8,10
2021-06-01,,11273820,27.78,1,0,2,3,2,20,59.1,99
2021-06-02,,11350367,27.78,1,0,2,3,2,20,59.4,10
2021-06-03,,11426913,27.78,1,0,2,3,2,21,62.7,24
2021-06-04,,11503460,27.78,1,0,2,3,2,19,61.7,17
2021-06-05,,11580006,27.78,1,0,2,3,2,20,78.1,10
2021-06-06,,11656553,27.78,1,0,2,2,1,21,66.9,16
2021-06-07,,11733099,27.78,1,0,2,2,1,21,64.3,19
2021-06-08,,11809646,27.78,1,0,2,2,1,20,67.9,13
2021-06-09,,11886192,27.78,1,0,2,2,1,18,64.6,15
2021-06-10,,11962739,27.78,1,0,2,2,1,17,67.7,88
2021-06-11,,12039286,27.78,1,0,2,2,1,19,82.1,83
2021-06-12,,12115832,27.78,1,0,2,2,1,20,61.5,96
2021-06-13,,12192379,27.78,1,0,2,2,1,21,67.3,16
2021-06-14,,12268925,27.78,1,0,2,2,1,22,70.9,10
2021-06-15,,12345472,27.78,1,0,2,2,1,21,60.3,11
2021-06-16,,12422018,27.78,1,0,2,2,1,20,68.8,13
2021-06-17,,12498565,27.78,1,0,2,2,1,20,73.8,14
2021-06-18,,12575111,27.78,1,0,2,2,1,20,70.5,72
2021-06-19,,12651658,27.78,1,0,2,2,1,21,62.8,12
2021-06-20,,12728204,27.78,1,0,2,2,1,21,62.3,10
2021-06-21,,12804751,27.78,1,0,2,2,1,24,61.1,11
2021-06-22,,12881297,27.78,1,0,2,2,1,26,53.4,13
2021-06-23,,12957844,27.78,1,0,2,2,1,25,39.4,10
2021-06-24,,13034390,27.78,1,0,2,2,1,24,44,83
2021-06-25,,13110937,27.78,1,0,2,2,1,25,50.7,77
2021-06-26,,13187483,27.78,1,0,2,2,1,25,48.3,85
2021-06-27,,13264030,27.78,1,0,2,2,1,26,43.8,86
2021-06-28,,13340577,27.78,1,0,2,2,1,25,45.1,99
2021-06-29,,13417123,27.78,1,0,2,2,1,25,59.3,12
2021-06-30,,13493670,27.78,1,0,2,2,1,26,59.4,78
2021-07-01,,13570216,19.44,1,0,2,2,1,27,61,78
2021-07-02,,13646763,19.44,1,0,2,2,1,26,61,90
2021-07-03,,13723309,19.44,1,0,2,2,1,23,71.2,10
2021-07-04,,13799856,19.44,1,0,2,2,1,25,76.4,10
2021-07-05,,13876402,19.44,1,0,2,2,1,26,53.3,94
2021-07-06,,13952949,19.44,1,0,2,2,1,26,48.2,88
2021-07-07,,14029495,19.44,1,0,2,2,1,25,54,98
2021-07-08,,14106042,19.44,1,0,2,2,1,26,59.7,80
2021-07-09,,14182588,19.44,1,0,2,2,1,27,53.5,88
2021-07-10,,14259135,19.44,1,0,2,2,1,26,48.8,80
2021-07-11,,14335681,19.44,1,0,2,2,1,26,57.2,77
2021-07-12,,14412228,19.44,1,0,2,2,1,25,66.5,11
2021-07-13,,14488774,19.44,1,0,2,2,1,23,55,10
2021-07-14,,14565321,19.44,1,0,2,2,1,24,43.5,11
2021-07-15,,14641867,19.44,1,0,2,2,1,23,59.5,82
2021-07-16,,14718414,19.44,1,0,2,2,1,24,61,96
2021-07-17,,14794961,19.44,1,0,2,2,1,24,61.5,12
2021-07-18,,14871507,19.44,1,0,2,2,1,23,53.4,11
2021-07-19,,14948054,19.44,1,0,2,2,1,25,42.2,96
2021-07-20,,15024600,19.44,1,0,2,2,1,26,50.9,10
2021-07-21,,15101147,19.44,1,0,2,2,1,27,53.6,10
2021-07-22,,15177693,19.44,1,0,2,2,1,26,47.3,85
2021-07-23,,15254240,19.44,1,0,2,2,1,26,50.2,11
2021-07-24,,15330786,19.44,1,0,2,2,1,26,61.4,11
2021-07-25,,15407333,19.44,1,0,2,2,1,26,49.8,88
2021-07-26,,15483879,19.44,1,0,2,2,1,27,47.6,96
2021-07-27,,15560426,19.44,1,0,2,2,1,27,43.9,82
2021-07-28,,15636972,19.44,1,0,2,2,1,28,52,70
2021-07-29,,15713519,19.44,1,0,2,2,1,29,55,86
2021-07-30,,15790065,19.44,1,0,2,2,1,28,47.9,85
2021-07-31,,15866612,19.44,1,0,2,2,1,31,56.2,11
2021-08-01,,15943158,19.44,1,0,2,2,1,28,43.9,12
2021-08-02,,16019705,19.44,1,0,2,2,1,27,58.2,15
2021-08-03,,16096251,19.44,1,0,2,2,1,24,61.6,15
2021-08-04,,16172798,19.44,1,0,2,2,1,23,55.6,10
2021-08-05,,16249345,19.44,1,0,2,2,1,24,53.4,10
2021-08-06,,16325891,19.44,1,0,2,2,1,25,54.8,99
2021-08-07,,16402438,19.44,1,0,2,2,1,27,53.9,12
2021-08-08,,16478984,19.44,1,0,2,2,1,28,45.5,10
2021-08-09,,16555531,19.44,1,0,2,2,1,28,41,94
2021-08-10,,16632077,19.44,1,0,2,2,1,28,48.1,80
2021-08-11,,16708624,19.44,1,0,2,2,1,27,55,78
2021-08-12,,16785170,19.44,1,0,2,2,1,28,52.5,82
2021-08-13,,16861717,19.44,1,0,2,2,1,27,46.4,10
2021-08-14,,16938263,19.44,1,0,2,2,1,27,52.5,83
2021-08-15,,17014810,19.44,1,0,2,2,1,27,66.4,86
2021-08-16,,17091356,19.44,1,0,2,2,1,26,56.3,78
2021-08-17,,17167903,19.44,1,0,2,2,1,25,55.5,85
2021-08-18,,17244449,19.44,1,0,2,2,1,26,68.3,10
2021-08-19,,17320996,19.44,1,0,2,2,1,27,53.8,82
2021-08-20,,17397542,19.44,1,0,2,2,1,28,53.3,77
2021-08-21,,17474089,19.44,1,0,2,2,1,27,45.1,72
2021-08-22,,17550636,19.44,1,0,2,2,1,26,47.9,86
2021-08-23,,17627182,19.44,1,0,2,2,1,25,65.3,13
2021-08-24,,17703729,19.44,1,0,2,2,1,26,67.6,11
2021-08-25,,17780275,19.44,1,0,2,2,1,26,62.2,86
2021-08-26,,17856822,19.44,1,0,2,2,1,26,64,10
2021-08-27,,17933368,19.44,1,0,2,2,1,27,68.6,11
2021-08-28,,18009915,19.44,1,0,2,2,1,28,55,20
2021-08-29,,18086461,19.44,1,0,2,2,1,27,47.3,21
2021-08-30,,18163008,19.44,1,0,2,2,1,19,58.4,10
2021-08-31,,18239554,19.44,1,0,2,2,1,18,80,40
2021-09-01,,18316101,19.44,1,0,2,2,1,18,79.75,40
2021-09-02,,18392647,19.44,1,0,2,2,1,18,79.75,40
2021-09-03,,18469194,19.44,1,0,2,2,1,18,79.75,40
2021-09-04,,18545740,19.44,1,0,2,2,1,18,79.75,40
2021-09-05,,18622287,19.44,1,0,2,2,1,18,79.75,40
2021-09-06,,18698833,19.44,1,0,2,2,1,18,79.75,40
2021-09-07,,18775380,19.44,1,0,2,2,1,18,79.75,40
2021-09-08,,18851926,19.44,1,0,2,2,1,18,79.75,40
2021-09-09,,18928473,19.44,1,0,2,2,1,18,79.75,40
2021-09-10,,19005020,19.44,1,0,2,2,1,18,79.75,40
2021-09-11,,19081566,19.44,1,0,2,2,1,18,79.75,40
2021-09-12,,19158113,19.44,1,0,2,2,1,18,79.75,40
2021-09-13,,19234659,19.44,1,0,2,2,1,18,79.75,40
2021-09-14,,19311206,19.44,1,0,2,2,1,18,79.75,40
2021-09-15,,19387752,19.44,1,0,2,2,1,18,79.75,40
2021-09-16,,19464299,19.44,1,0,2,2,1,18,79.75,40
2021-09-17,,19540845,19.44,1,0,2,2,1,18,79.75,40
2021-09-18,,19617392,19.44,1,0,2,2,1,18,79.75,40
2021-09-19,,19693938,19.44,1,0,2,2,1,18,79.75,40
2021-09-20,,19770485,19.44,1,0,2,2,1,18,79.75,40
2021-09-21,,19847031,19.44,1,0,2,2,1,18,79.75,40
2021-09-22,,19923578,19.44,1,0,2,2,1,18,79.75,40
2021-09-23,,20000124,19.44,1,0,2,2,1,18,79.75,40
2021-09-24,,20076671,19.44,1,0,2,2,1,18,79.75,40
2021-09-25,,20153217,19.44,1,0,2,2,1,18,79.75,40
2021-09-26,,20229764,19.44,1,0,2,2,1,18,79.75,40
2021-09-27,,20306310,19.44,1,0,2,2,1,18,79.75,40
2021-09-28,,20382857,19.44,1,0,2,2,1,18,79.75,40
2021-09-29,,20459404,19.44,1,0,2,2,1,18,79.75,40
2021-09-30,,20535950,19.44,1,0,2,2,1,17,79.75,70
2021-10-01,,20612497,19.44,1,0,2,2,1,19,79.5,18
2021-10-02,,20689043,19.44,1,0,2,2,1,20,67.1,19
2021-10-03,,20765590,19.44,1,0,2,2,1,17,64.8,18
2021-10-04,,20842136,19.44,1,0,2,2,1,18,70.9,12
2021-10-05,,20918683,19.44,1,0,2,2,1,17,70.9,78
2021-10-06,,20995229,19.44,1,0,2,2,1,18,68.7,13
2021-10-07,,21071776,19.44,1,0,2,2,1,16,79.6,96
2021-10-08,,21148322,19.44,1,0,2,2,1,16,63.7,64
2021-10-09,,21224869,19.44,1,0,2,2,1,16,67.5,59
2021-10-10,,21301415,19.44,1,0,2,2,1,16,72.5,11
2021-10-11,,21377962,19.44,1,0,2,2,1,20.5,84.2,12.5
2021-10-12,,21454508,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-13,,21531055,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-14,,21607601,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-15,,21684148,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-16,,21760694,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-17,,21837241,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-18,,21913788,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-19,,21990334,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-20,,22066881,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-21,,22143427,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-22,,22219974,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-23,,22296520,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-24,,22373067,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-25,,22449613,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-26,,22526160,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-27,,22602706,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-28,,22679253,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-29,,22755799,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-30,,22832346,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-10-31,,22908892,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-01,,22985439,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-02,,23061985,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-03,,23138532,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-04,,23215079,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-05,,23291625,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-06,,23368172,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-07,,23444718,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-08,,23521265,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-09,,23597811,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-10,,23674358,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-11,,23750904,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-12,,23827451,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-13,,23903997,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-14,,23980544,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-15,,24057090,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-16,,24133637,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-17,,24210183,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-18,,24286730,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-19,,24363276,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-20,,24439823,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-21,,24516369,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-22,,24592916,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-23,,24669463,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-24,,24746009,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-25,,24822556,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-26,,24899102,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-27,,24975649,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-28,,25052195,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-29,,25128742,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-11-30,,25205288,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-01,,25281835,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-02,,25358381,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-03,,25434928,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-04,,25511474,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-05,,25588021,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-06,,25664567,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-07,,25741114,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-08,,25817660,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-09,,25894207,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-10,,25970753,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-11,,26047300,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-12,,26123847,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-13,,26200393,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-14,,26276940,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-15,,26353486,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-16,,26430033,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-17,,26506579,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-18,,26583126,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-19,,26659672,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-20,,26736219,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-21,,26812765,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-22,,26889312,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-23,,26965858,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-24,,27042405,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-25,,27118951,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-26,,27195498,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-27,,27272044,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-28,,27348591,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-29,,27425137,19.44,1,0,2,2,1,20.5,81.1,12.5
2021-12-30,,27501684,19.44,1,0,2,2,1,20.5,81.1,12.5
