date,new_cases,total_vaccinations,stringency_index,stay_home_requirements,close_public_transport,cancel_public_events,facial_coverings,school_closures,TEMP,HUMIDITY,WIND
2021-01-29,13563,1851835,78.7,2,1,2,4,2,92,82.4,74
2021-01-30,12713,1941634,78.7,2,1,2,4,2,11,77.3,77
2021-01-31,11249,2000833,78.7,2,1,2,4,2,12,76.3,56
2021-02-01,7925,2085817,78.7,2,1,2,4,2,13,86.5,74
2021-02-02,9651,2172882,78.7,2,1,2,4,2,12,81.4,65
2021-02-03,13182,2271359,78.7,2,1,2,4,2,11,81.5,15
2021-02-04,13656,2377316,78.7,2,1,2,4,2,78,76.9,26
2021-02-05,14213,2482260,78.7,2,1,2,4,2,72,44,19
2021-02-06,13439,2557637,78.7,2,1,2,4,2,58,32.4,85
2021-02-07,11640,2597690,78.7,2,1,2,4,2,67,45.1,64
2021-02-08,7969,2663242,78.7,2,1,2,4,2,97,57.9,11
2021-02-09,10612,2728696,78.7,2,1,2,4,2,12,70,12
2021-02-10,12947,2799818,78.7,2,1,2,4,2,13,83.5,98
2021-02-11,15137,2872523,78.7,2,1,2,4,2,12,79.2,80
2021-02-12,13893,2944285,78.7,2,1,2,4,2,10,64.8,10
2021-02-13,13523,2996254,78.7,2,1,2,4,2,13,72,17
2021-02-14,11060,3025335,78.7,2,1,2,4,2,10,61.5,77
2021-02-15,7344,3086685,82.41,2,1,2,4,3,10,57.3,53
2021-02-16,10368,3156573,82.41,2,1,2,4,3,98,69.4,54
2021-02-17,12066,3235159,82.41,2,1,2,4,3,10,67.9,67
2021-02-18,13755,3323026,82.41,2,1,2,4,3,98,82.4,61
2021-02-19,15470,3413455,82.41,2,1,2,4,3,96,90.2,90
2021-02-20,14914,3487464,82.41,2,1,2,4,3,91,65.8,61
2021-02-21,13450,3537394,82.41,2,1,2,4,3,10,63.7,62
2021-02-22,9617,3640869,82.41,2,1,2,4,3,10,75.5,69
2021-02-23,13299,3743901,82.41,2,1,2,4,3,13,82.9,98
2021-02-24,16402,3859799,82.41,2,1,2,4,3,13,78.7,16
2021-02-25,19871,3980379,82.41,2,1,2,4,3,11,76.3,16
2021-02-26,20488,4106572,82.41,2,1,2,4,3,8,69.8,11
2021-02-27,18902,4222695,82.41,2,1,2,4,3,12,62,16
